config_hash,git_commit,source_hash,prior_id,data_hash,smoke,solver,axis,level,seed,image_id,sigma_true,sigma_assumed,mask_disagreement,mask_density,psnr,ssim,lpips,residual_assumed,residual_true,residual_gap,artifact
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,zero_filled,sensitivity,0,0,0,0.03,0.03,0,0.25,22.6588457485,0.656826713866,0.224726319313,0.0395699590445,0.0395699590445,0,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/zero_filled-sensitivity-0.0-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,tv,sensitivity,0,0,0,0.03,0.03,0,0.25,23.1382201625,0.650396083325,0.135672137141,0.0408819019794,0.0408819019794,0,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/tv-sensitivity-0.0-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,dps,sensitivity,0,0,0,0.03,0.03,0,0.25,2.33604757711,-0.00724050155615,0.527222752571,0.870035111904,0.870035111904,0,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/dps-sensitivity-0.0-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,diffpir,sensitivity,0,0,0,0.03,0.03,0,0.25,7.24931454504,0.0593822761791,0.577634990215,0.0227851085365,0.0227851085365,0,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/diffpir-sensitivity-0.0-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,pigdm,sensitivity,0,0,0,0.03,0.03,0,0.25,7.85417966392,0.0646982328517,0.574036538601,0.0675204768777,0.0675204768777,0,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/pigdm-sensitivity-0.0-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,zero_filled,sensitivity,0.25,0,0,0.03,0.03,0,0.25,22.318028792,0.657101770439,0.218617558479,0.167471975088,0.0513497851789,-0.116122189909,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/zero_filled-sensitivity-0.25-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,tv,sensitivity,0.25,0,0,0.03,0.03,0,0.25,22.659901425,0.647696127634,0.137742549181,0.16759763658,0.0536215864122,-0.113976050168,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/tv-sensitivity-0.25-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,dps,sensitivity,0.25,0,0,0.03,0.03,0,0.25,2.33450364211,-0.00724443308328,0.527230620384,0.883513391018,0.872408092022,-0.011105298996,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/dps-sensitivity-0.25-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,diffpir,sensitivity,0.25,0,0,0.03,0.03,0,0.25,7.20743872708,0.0589600337358,0.57774746418,0.163932934403,0.0502047613263,-0.113728173077,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/diffpir-sensitivity-0.25-0-0.pt
e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d,uncommitted,795a99180e3da4d679d7fbf79b5646a6d30b5205e2278b687902ff70598fefb4,b5b3e9045b7173ecf10cee4f23e019c44afbf16f75553c483c60fbfb264f4d3f,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,True,pigdm,sensitivity,0.25,0,0,0.03,0.03,0,0.25,7.80625420038,0.0642601398392,0.575297892094,0.175771564245,0.0786842256784,-0.0970873385668,reconstructions/e75ec94982975b1bd629f4e6e9fe889b9ba3832874da19662175dc2e30465e0d/pigdm-sensitivity-0.25-0-0.pt
