config_hash,git_commit,source_hash,prior_id,data_hash,smoke,solver,axis,level,seed,image_id,sigma_true,sigma_assumed,mask_disagreement,mask_density,psnr,ssim,lpips,residual_assumed,residual_true,residual_gap,artifact
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,zero_filled,mask,0,0,2,0.03,0.03,0,0.25,19.7140299136,0.564251840883,0.209074571729,0.0821735113859,0.0821735113859,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/zero_filled-mask-0.0-0-2.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,tv,mask,0,0,2,0.03,0.03,0,0.25,23.3861487909,0.847903183694,0.0454960241914,0.0539273731411,0.0539273731411,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/tv-mask-0.0-0-2.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,dps,mask,0,0,2,0.03,0.03,0,0.25,11.3987603717,0.185226759458,0.151028990746,0.561881065369,0.561881065369,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/dps-mask-0.0-0-2.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,diffpir,mask,0,0,2,0.03,0.03,0,0.25,4.4008275768,0.00893580725153,0.950305521488,0.87546813488,0.87546813488,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/diffpir-mask-0.0-0-2.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,pigdm,mask,0,0,2,0.03,0.03,0,0.25,17.7035515002,0.543636878544,0.114995844662,0.230696409941,0.230696409941,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/pigdm-mask-0.0-0-2.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,zero_filled,mask,0,0,3,0.03,0.03,0,0.25,21.9416295764,0.599393559549,0.285628318787,0.0469795577228,0.0469795577228,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/zero_filled-mask-0.0-0-3.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,tv,mask,0,0,3,0.03,0.03,0,0.25,27.067018885,0.7841298705,0.183015942574,0.0369923226535,0.0369923226535,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/tv-mask-0.0-0-3.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,dps,mask,0,0,3,0.03,0.03,0,0.25,5.5623117989,0.0365989035796,0.593524515629,0.840676605701,0.840676605701,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/dps-mask-0.0-0-3.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,diffpir,mask,0,0,3,0.03,0.03,0,0.25,5.48254649361,0.00158976634892,1.01739811897,0.384639203548,0.384639203548,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/diffpir-mask-0.0-0-3.pt
d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196,3edb09d41378dfae155626fe72b75a2c4bde6a58,cff553233941e75169564d196f318bbdd728713e0809f049f5ada55d92b57e1e,7e25783c0a7c26e9b9f205121679098986989cb4fa109a54923972afe75d60ce,ac6168d8c51a9220ff3b88b5de5c6038c357dcd1c8a36c2a1f201e2293e484e8,False,pigdm,mask,0,0,3,0.03,0.03,0,0.25,23.2484781075,0.632471364112,0.128317803144,0.0577914491296,0.0577914491296,0,reconstructions/d4edbcc97ec00f079508e13004cf8c0e01806e2a1c89e0eb93c0e8df45158196/pigdm-mask-0.0-0-3.pt
